col1,col2,col3
-185.8330654212089,-74.59813612787096,1.887825815440749
-162.78596233990115,171.83836713578117,-29.885755945937774
-174.41034081442524,98.7807216902508,87.54010776356952
-142.8044643202191,-105.12233865346477,8.753508760584737
-186.42280309535815,10.883624678167493,39.93400324046456
-185.58933875506753,10.861574571873462,39.92608987256591
-112.29081218093623,133.7682066007457,59.444425591584235
-139.14137349493845,17.95048341739833,27.891675094318828
-138.54042092628748,0.702921993491131,-107.71323929759119
-143.51346244948766,41.69013451846618,49.81112480873938
271.58445698334407,69.5632033786184,49.71189413914087
-168.44482612773427,58.778306545072525,53.3817073903283
-163.0342880357598,-14.79987982254572,-49.022721858988945
817.6611789880062,-51.88002658703852,65.10842009390356
-186.87245361417177,10.878026559985841,39.89922968697579
-194.24311909536658,17.562375736092235,65.01975644720244
-193.3482158334274,-39.966848278823754,47.65824180780049
-145.8591691117613,-84.7106084347052,37.33336924625323
-186.79986061988558,14.977327030220366,24.64830966265717
841.2771476761316,-65.11556429629732,61.98155244229952
-141.97858891174496,-36.91098687405569,32.33846374406647
-161.38278096177362,48.0977542348119,-99.80654567918003
-142.07856210354797,-36.90936046011665,32.33686683495645
-194.5930252666771,17.568068184878882,65.01416726531744
-117.66998901584259,13.49968009298216,43.49904239271734
-27.616605765714667,24.92714840777711,70.82661696254615
-194.9266906808196,4.515745906872198,61.34463900497818
269.22760375268643,-23.772937257130422,61.68406402452513
-139.52300624065055,0.7147687877619404,-107.73847613061474
-171.07413878894118,-5.0933724533912965,36.85871385724289
-140.7564086359418,-15.153290674696336,-48.66375167078296
-193.61202254053794,-36.12308284658167,33.35172002160979
271.02384535001767,70.07589848122049,48.792355756327936
-142.4113216711915,-36.90808535644962,32.322009911147916
-169.15657194429264,-5.1371439576451365,36.85121003489306
-192.66814599837812,16.652872949488597,46.51848425385714
-140.88970622501245,-15.151122122777608,-48.66588088292963
-142.5279570616283,-36.906187873520736,32.32014685051956
-140.71379311266463,17.547779034294734,25.895493411125443
-134.1001555186172,65.7920045821673,-94.49053150260688
-132.35311923196835,-67.05238626742229,42.70723867755024
-170.28002330850063,147.3455709725001,61.45795645459617
-169.66514662609882,-109.19680828319763,10.392794243948828
-169.6195717982674,143.22794758805517,76.70603917599163
-186.25011248918662,32.64548124297944,-41.11256718253357
-162.49451944219064,-45.70838373790191,-126.27608032712818
-142.77789004113583,-36.90212183867314,32.316154577744555
-192.5815497584844,-41.05979380697384,-60.06429358556095
-172.71916233918594,-43.51723304714164,9.164177819755338
-142.8112144384035,-36.90157970069345,32.31562227470789
271.24218323370366,151.0763025310777,73.8882035532483
337.0384088115972,57.34527731879919,63.25305010913911
-123.00636742995107,-14.23299393527222,42.36258141600959
-123.75223755133285,-22.243577688209974,22.490389542135404
-118.42245943170576,-89.70843627025751,-3.2875257778588036
-124.75157234077261,-10.091958868736143,27.122153581215656
-187.9856083914022,46.524329483059034,40.966944366539764
-191.99758118374547,-42.414392752660945,-117.77453289153655
-171.81759256473612,-32.307336715905755,16.694171694530468
-123.02415281864884,-105.45082992542405,9.057552788077714
-141.53953197173198,-15.14055043217384,-48.676260792144646
-140.43978780305898,0.7274822312375306,-107.75510478899614
140.38711367703092,-87.95115558578212,-67.7332579481072
-140.977349309604,-19.26014558285847,-33.44564362282787
-141.4327943161624,-25.1466127121493,-11.531971429002056
-124.1682820747748,-5.854630065023187,37.59415888802772
-140.6561613120503,0.728781154965759,-107.76294095253988
-142.49364411698363,-36.91710734982242,32.29297759498462
-141.21062009047765,-19.25635061700072,-33.44936974408455
-139.75348312872526,0.9641285753676669,-108.71978251525644
-147.36296621754212,-29.26612031526294,30.37203621603453
-195.69597020216037,-10.954052552264983,56.76185404314214
269.1647099136566,65.49459764266354,64.90078890423695
-117.24852078033445,-25.18024290978947,-111.49806224318532
-188.5742115893314,-29.69029969976114,-41.72985309522913
-195.51375348411753,-58.175309095318894,43.56683055071366
-170.396890090225,147.33654302115596,61.434726584923
-141.91599807654356,-25.13875171144393,-11.53968982303374
266.9726153152421,-90.93135205468253,43.85976945281098
-187.74242084971524,-20.91515312920157,30.154611808632694
818.64742694553,80.32519752762116,-1.911071746257818
-265.82848269445145,-47.92493120278361,10.3378096849016
-141.64383725495733,-19.24930282326487,-33.45628968356121
-196.03714993791607,-83.86812192638037,36.54595322430768
-146.6079254688342,63.52607938647333,-31.230055037777362
-194.94973555607226,4.530579452692237,61.30840953711237
-163.55670839107725,145.65927038954015,33.6301135080102
-194.7743323568953,17.550295267123076,64.95583648147246
-141.67135660839244,-15.152905494706914,-48.71562545630488
548.5713730711216,-55.223916747906344,20.630664389253695
-196.4566233239753,-83.36891962288642,36.57861054667646
-188.35388775416345,28.571451148242048,-25.9154481638258
-185.98813032052635,59.414449227892106,76.11212608036783
-127.11311335101803,141.56617978421565,100.22636951399977
-195.05596028839457,-40.02894887038213,48.810540913798434
270.4893041632377,103.39269762135987,-76.1497379987774
-193.12455311859236,25.37964234758894,43.850357628344085
99.56149097380342,137.51523067487346,-6.710919969497553
-146.404161874507,-88.62906535235808,36.75484213778313
-125.93862842853773,-20.908354584205014,-50.78067831856795
-188.84897447543136,-9.449921884708942,-117.04701341119154
266.55079122551507,-57.85265081486158,-18.614290349738354
265.0596562287396,-88.90294398063799,44.33597739215594
-194.41456810503558,4.501150568373319,61.26152326855566
-169.03122117508855,67.98601845992368,78.90800899163966
-96.93482937927001,113.39876118341846,-80.12759998174299
264.6782419765389,-88.89599648145543,44.31990146230734
-149.20280114597574,27.86725462540278,-3.8961152281490854
-184.26762522505527,2.6738109148617326,-35.04378694793249
-149.46574514237705,-36.227251309720984,-19.135305052446256
-120.95332256603805,-2.738782562054368,60.35194063505875
-309.3604895409453,126.9060978822063,57.868712869329016
-147.7828408598792,152.0489760086489,-6.8126952245748384
-145.04842903361612,15.471351162896752,64.93048018350797
-93.10856393108193,151.11227001396247,-6.068590004248762
267.4838809625771,-16.90824302431882,-109.8014516161098
-196.95452908627948,-94.87961380262506,33.37759188865931
264.0601891428183,-75.94194656728834,40.76387501791808
-96.75621573492029,34.502213763297945,-39.17962848497815
-194.17043557108036,-72.14276234410885,-75.82305539164267
-160.87819832341293,-66.6043766465131,42.21489551396871
264.32453050651367,-31.15145133958824,60.55152560086677
-126.17746367657239,-85.05850201734498,37.58358062225631
-174.02095992909906,-0.27922169602143754,-80.36196414990977
-147.4596004490582,142.03288472163774,30.320053817939765
-161.97840757558973,-66.58025503099141,42.21549717888851
-118.73592562278444,36.548316972290024,-37.85556385915088
-196.33752028805992,-83.39791207616193,36.50645050439499
-150.20849989279293,59.468975092488535,-16.08545956689369
269.05717642695805,140.96134099547646,-81.84037383431564
-102.92977576874554,115.73273220087498,83.564828807824
-103.02974896054855,115.73435861481403,83.56323189871401
6275.326890533417,-148.74867514621627,150.14253873942124
-175.0474059386656,-49.39871596311108,41.662018073399935
332.32210295557474,77.02967702524288,19.24264435482843
266.22896037346203,-35.56237586139992,-101.55651454646491
-121.18963707777624,115.99312500832437,83.16343237975451
-98.14450186319112,126.08946534283001,87.28007559381282
-144.87942767088947,-25.113317597963736,-11.643368032194502
6857.7708532289025,-158.27020139644378,159.3311323825434
-173.1941282251793,-29.438890710993725,51.12295982689517
264.28534073729776,20.107021239426928,75.2812328231901
1149.1938206865352,-70.16388153871797,66.78231775563893
474.17428033493496,-59.111738576583384,56.14029388317539
-144.3095352899698,145.3449506161168,33.91403276442685
-196.13195077272886,-22.2511281052181,53.6961858553712
2392.6024540387175,-40.74506755186395,-48.40349563505583
263.58681697068556,-17.604777209815452,63.211876017699296
268.46177594404793,161.37502959744498,-60.37139875966653
263.53781195143114,-17.615348214450876,63.18996013307
264.1041118347395,60.92518793869357,85.73811793847412
1237.8876816275092,-71.51468256171412,68.39293997336875
262.75529603722515,-55.75919361885532,52.600412140743344
1984.5085804358555,-83.6878286106823,80.25505576890566
666.8353343048977,-43.36578965522904,64.31706978793096
-191.41850855651114,40.90490897545716,-71.75108281791681
3522.0087096255857,-94.53721526259959,108.64038735521956
6926.953278899886,-114.51728097133795,24.019868925750103
-168.5013308482558,-58.48723823006115,-130.88577266398175
1237.5382462696125,-71.51324562056759,68.3773645774053
-127.2490565639036,12.658905557830082,-77.1503901694762
976.5140533108402,-17.714146417046294,-71.03055538891319
308.9947972964115,-18.363485925383003,63.912615646661465
-194.0956852790771,62.243001931739656,76.75030868390232
-196.5285433051504,-69.5475261293272,40.42638957067629
-128.05044804874183,-32.30566724667296,43.44002956324249
266.5099253048207,81.22981390184043,-82.89111334763717
-148.35460144660487,-117.62921716139198,27.928364669520818
-98.65224516583172,22.26812058281088,53.782218426657494
3015.6005648029964,-50.889608435267796,-38.4460207847998
263.9249640322269,-78.03320740103243,-90.87839849694245
477.124644366895,-9.574717326298469,-79.03152924218415
-177.5231731081723,-52.82641872377182,-25.220131336407974
-176.67111375613595,24.960490758901287,-74.77959983013768
503.98659300457285,-10.033093690285042,-78.66043012446583
-107.26239112647681,68.31937296907506,71.40381454024677
264.6967718359671,-35.54350509345448,-101.59569207922996
-195.72974179718176,-32.33227303853154,50.59024228324711
1725.5360207879655,-29.93603064862929,-59.18651282527328
261.7225298937614,-24.425718153292095,62.577311154848985
-194.99779702945722,7.645855649007515,52.0834956591554
568.4584763661271,-11.078727693733669,-77.54134662768368
1693.3752366085603,-88.68596881059297,61.78515368203176
-131.82110796770806,-86.31313644969046,37.1502550083824
469.3747184837253,30.588856263991346,82.72441461237179
263.10562545844,19.396632773180826,0.8069358131077422
332.09783051785115,2.8041143833443414,62.96718393172938
-151.37279056942097,54.339205198826335,2.9061188597875116
-177.25245746044956,-12.76166305928217,-80.70963011932913
-146.00409341993455,25.019700948920715,-1.9411501632991417
260.4783876195905,-65.69567585636102,50.621715325948344
-180.13820854245776,-68.67807666136731,33.81542508539141
-196.52656621039642,-69.56828080597124,40.370986453532936
260.0144283577178,-88.83452625060325,44.21209771278396
-171.16266780656093,23.100066782193537,-6.661340032004517
263.75997951211315,81.63825157553529,-51.476476642912075
-129.68074453787648,24.187974351858855,-74.07159040492824
260.45880708305145,18.345182613313924,64.24325641414455
354.23422175360025,-71.240698485403,-139.77816020815268
-143.02832120544124,-53.38017968543339,-120.11662995835245
409.1946880131707,-39.7097324896971,-105.82274764023646
-193.31290839920968,-63.49446030877486,-130.69158032257099
-136.27236011546128,-17.186646002379803,55.21746094315438
-170.0393206664082,-42.49643171060709,-119.30825277460545
160.1745157289617,150.61609531546065,-84.15702699508121
-197.08564064240954,-97.61186508712156,32.6620954720978
253.6503825845677,-90.76777988295709,43.51686059699941
325.71660866306644,138.6976449299819,-6.0422142650593
846.3145784554035,-63.77261298106156,-52.614848777791295
-185.03657973092538,82.88535453586923,-35.500710996380946
-160.70897491014696,38.05744218524545,-45.73864585293077
325.26646151250617,138.70270865358157,-6.051398532513076
-161.94052851704117,82.51297833697535,-35.153201798433315
-189.23884963993385,-1.848460940324685,58.338481539937334
-195.34823904102893,-3.688900371357093,58.74258177444577
-195.91035523583466,-55.09691064863719,44.671310063651845
247.47610203760945,-90.63179077921568,43.510606637376725
-144.85674855158965,-47.90647542729727,46.61037308697527
-113.39621999397141,28.18439329396577,50.58516829019226
-190.3184608599961,96.78424953524683,-87.10890189763654
-169.9758274278686,-28.911587498250036,29.988833687824723
-161.7342773202851,-24.997060108719758,14.71631361236578
-161.20941526461613,-52.00244146586702,-125.21143640141406
-145.47863324079663,-2.58499784023455,58.95507242823322
247.0221967895855,21.900650265406554,51.65783048205523
-136.46189463670714,59.18909338156601,-16.011907553868298
-136.27825074540036,-28.426384309876205,-118.11270498674565
317.1530407911277,119.07637012280782,67.14216686358819
-144.85808163452327,16.242588836562362,-43.79764948958291
-141.54201545378913,-69.07218573074539,41.677766734106996
-191.6814495882267,34.68554069752095,-46.206896974017795
980.8448014677349,-111.5690179113443,53.1614941050083
